ISim log file
Running: C:\Users\sahil\Desktop\UCLAThings\2018-2019 Classes\Fall 2018\CS M152B\SJD\Lab0_2018\first_counter_tb_isim_beh.exe -intstyle ise -gui -tclbatch isim.cmd -wdb C:/Users/sahil/Desktop/UCLAThings/2018-2019 Classes/Fall 2018/CS M152B/SJD/Lab0_2018/first_counter_tb_isim_beh.wdb 
ISim P.20131013 (signature 0x7708f090)
----------------------------------------------------------------------
INFO:Security:51 - The XILINXD_LICENSE_FILE environment variable is not set.
INFO:Security:53 - The LM_LICENSE_FILE environment variable is not set.
INFO:Security:68a - user is sahil, on host SAHILLAPTOP.
WARNING:Security:43 - No license file was found in the standard Xilinx license directory.
WARNING:Security:44 - Since no license file was found,
       please run the Xilinx License Configuration Manager
       (xlcm or "Manage Xilinx Licenses")
       to assist in obtaining a license.
ERROR:Security:14 - No feature was available for 'ISIM'.

No such feature exists.
Feature:       ISIM
License path:  C:/.Xilinx;D:\Xilinx\14.7\ISE_DS\ISE\/data\*.lic;D:\Xilinx\14.7\ISE_DS\ISE\/coregen/core_licenses\Xilinx.lic;D:\Xilinx\14.7\ISE_DS\ISE\/coregen/core_licenses\XilinxFree.lic;
FLEXnet Licensing error:-5,357
For further information, refer to the FLEXnet Licensing documentation,
available at "www.flexerasoftware.com".
----------------------------------------------------------------------
WARNING: A full ISim License cannot be checked out due to the issues listed above. Please use Xilinx License Configuration Manager to fix these issues in order to check out a full ISim license.
WARNING: ISim will run in Lite mode. Please refer to the ISim documentation for more information on the differences between the Lite and the Full version.
This is a Lite version of ISim.
Time resolution is 1 ps
# onerror resume
# wave add /
# run 1000 ns
Simulator is doing circuit initialization process.
time	 clk reset enable counter
Finished circuit initialization process.
0	 1 0 0 xxxx
3485	 0 0 1 1010
3490	 1 0 1 1010
3495	 0 0 1 1010
3500	 1 0 1 1010
3505	 0 0 1 1010
3510	 1 0 1 1010
3515	 0 0 1 1010
3520	 1 0 1 1010
3525	 0 0 1 1010
3530	 1 0 1 1010
3531	 1 0 1 1011
3535	 0 0 1 1011
3540	 1 0 1 1011
3545	 0 0 1 1011
3550	 1 0 1 1011
3555	 0 0 1 1011
3560	 1 0 1 1011
3565	 0 0 1 1011
3570	 1 0 1 1011
3575	 0 0 1 1011
3580	 1 0 1 1011
3585	 0 0 1 1011
3590	 1 0 1 1011
3591	 1 0 1 1100
3595	 0 0 1 1100
3600	 1 0 1 1100
3605	 0 0 1 1100
3610	 1 0 1 1100
3615	 0 0 1 1100
3620	 1 0 1 1100
3625	 0 0 1 1100
3630	 1 0 1 1100
3635	 0 0 1 1100
3640	 1 0 1 1100
3645	 0 0 1 1100
3650	 1 0 1 1100
3651	 1 0 1 1101
3655	 0 0 1 1101
3660	 1 0 1 1101
3665	 0 0 1 1101
3670	 1 0 1 1101
3675	 0 0 1 1101
3680	 1 0 1 1101
3685	 0 0 1 1101
3690	 1 0 1 1101
3695	 0 0 1 1101
3700	 1 0 1 1101
3705	 0 0 1 1101
3710	 1 0 1 1101
3711	 1 0 1 1110
3715	 0 0 1 1110
3720	 1 0 1 1110
3725	 0 0 1 1110
3730	 1 0 1 1110
3735	 0 0 1 1110
3740	 1 0 1 1110
3745	 0 0 1 1110
3750	 1 0 1 1110
3755	 0 0 1 1110
3760	 1 0 1 1110
3765	 0 0 1 1110
3770	 1 0 1 1110
3771	 1 0 1 1111
3775	 0 0 1 1111
3780	 1 0 1 1111
3785	 0 0 1 1111
3790	 1 0 1 1111
3795	 0 0 1 1111
3800	 1 0 1 1111
3805	 0 0 1 1111
3810	 1 0 1 1111
3815	 0 0 1 1111
3820	 1 0 1 1111
3825	 0 0 1 1111
3830	 1 0 1 1111
3831	 1 0 1 0000
3835	 0 0 1 0000
3840	 1 0 1 0000
3845	 0 0 1 0000
3850	 1 0 1 0000
3855	 0 0 1 0000
3860	 1 0 1 0000
3865	 0 0 1 0000
3870	 1 0 1 0000
3875	 0 0 1 0000
3880	 1 0 1 0000
3885	 0 0 1 0000
3890	 1 0 1 0000
3891	 1 0 1 0001
3895	 0 0 1 0001
3900	 1 0 1 0001
3905	 0 0 1 0001
3910	 1 0 1 0001
3915	 0 0 1 0001
3920	 1 0 1 0001
3925	 0 0 1 0001
3930	 1 0 1 0001
3935	 0 0 1 0001
3940	 1 0 1 0001
3945	 0 0 1 0001
3950	 1 0 1 0001
3951	 1 0 1 0010
3955	 0 0 1 0010
3960	 1 0 1 0010
3965	 0 0 1 0010
3970	 1 0 1 0010
3975	 0 0 1 0010
3980	 1 0 1 0010
3985	 0 0 1 0010
3990	 1 0 1 0010
3995	 0 0 1 0010
4000	 1 0 1 0010
4005	 0 0 1 0010
4010	 1 0 1 0010
4011	 1 0 1 0011
4015	 0 0 1 0011
4020	 1 0 1 0011
4025	 0 0 1 0011
4030	 1 0 1 0011
4035	 0 0 1 0011
4040	 1 0 1 0011
4045	 0 0 1 0011
4050	 1 0 1 0011
4055	 0 0 1 0011
4060	 1 0 1 0011
4065	 0 0 1 0011
4070	 1 0 1 0011
4071	 1 0 1 0100
4075	 0 0 1 0100
4080	 1 0 1 0100
4085	 0 0 1 0100
4090	 1 0 1 0100
4095	 0 0 1 0100
4100	 1 0 1 0100
4105	 0 0 1 0100
4110	 1 0 1 0100
4115	 0 0 1 0100
4120	 1 0 1 0100
4125	 0 0 1 0100
4130	 1 0 1 0100
4131	 1 0 1 0101
4135	 0 0 1 0101
4140	 1 0 1 0101
4145	 0 0 1 0101
4150	 1 0 1 0101
4155	 0 0 1 0101
4160	 1 0 1 0101
4165	 0 0 1 0101
4170	 1 0 1 0101
4175	 0 0 1 0101
4180	 1 0 1 0101
4185	 0 0 1 0101
4190	 1 0 1 0101
4191	 1 0 1 0110
4195	 0 0 1 0110
4200	 1 0 1 0110
4205	 0 0 1 0110
4210	 1 0 1 0110
4215	 0 0 1 0110
4220	 1 0 1 0110
4225	 0 0 1 0110
4230	 1 0 1 0110
4235	 0 0 1 0110
4240	 1 0 1 0110
4245	 0 0 1 0110
4250	 1 0 1 0110
4251	 1 0 1 0111
4255	 0 0 1 0111
4260	 1 0 1 0111
4265	 0 0 1 0111
4270	 1 0 1 0111
4275	 0 0 1 0111
4280	 1 0 1 0111
4285	 0 0 1 0111
4290	 1 0 1 0111
4295	 0 0 1 0111
4300	 1 0 1 0111
4305	 0 0 1 0111
4310	 1 0 1 0111
4311	 1 0 1 1000
4315	 0 0 1 1000
4320	 1 0 1 1000
4325	 0 0 1 1000
4330	 1 0 1 1000
4335	 0 0 1 1000
4340	 1 0 1 1000
4345	 0 0 1 1000
4350	 1 0 1 1000
4355	 0 0 1 1000
4360	 1 0 1 1000
4365	 0 0 1 1000
4370	 1 0 1 1000
4371	 1 0 1 1001
4375	 0 0 1 1001
4380	 1 0 1 1001
4385	 0 0 1 1001
4390	 1 0 1 1001
4395	 0 0 1 1001
4400	 1 0 1 1001
4405	 0 0 1 1001
4410	 1 0 1 1001
4415	 0 0 1 1001
4420	 1 0 1 1001
4425	 0 0 1 1001
4430	 1 0 1 1001
4431	 1 0 1 1010
4435	 0 0 1 1010
4440	 1 0 1 1010
4445	 0 0 1 1010
4450	 1 0 1 1010
4455	 0 0 1 1010
4460	 1 0 1 1010
4465	 0 0 1 1010
4470	 1 0 1 1010
4475	 0 0 1 1010
4480	 1 0 1 1010
4485	 0 0 1 1010
4490	 1 0 1 1010
4491	 1 0 1 1011
4495	 0 0 1 1011
4500	 1 0 1 1011
4505	 0 0 1 1011
4510	 1 0 1 1011
4515	 0 0 1 1011
4520	 1 0 1 1011
4525	 0 0 1 1011
4530	 1 0 1 1011
4535	 0 0 1 1011
4540	 1 0 1 1011
4545	 0 0 1 1011
4550	 1 0 1 1011
4551	 1 0 1 1100
4555	 0 0 1 1100
4560	 1 0 1 1100
4565	 0 0 1 1100
4570	 1 0 1 1100
4575	 0 0 1 1100
4580	 1 0 1 1100
4585	 0 0 1 1100
4590	 1 0 1 1100
4595	 0 0 1 1100
4600	 1 0 1 1100
4605	 0 0 1 1100
4610	 1 0 1 1100
4611	 1 0 1 1101
4615	 0 0 1 1101
4620	 1 0 1 1101
4625	 0 0 1 1101
4630	 1 0 1 1101
4635	 0 0 1 1101
4640	 1 0 1 1101
4645	 0 0 1 1101
4650	 1 0 1 1101
4655	 0 0 1 1101
4660	 1 0 1 1101
4665	 0 0 1 1101
4670	 1 0 1 1101
4671	 1 0 1 1110
4675	 0 0 1 1110
4680	 1 0 1 1110
4685	 0 0 1 1110
4690	 1 0 1 1110
4695	 0 0 1 1110
4700	 1 0 1 1110
4705	 0 0 1 1110
4710	 1 0 1 1110
4715	 0 0 1 1110
4720	 1 0 1 1110
4725	 0 0 1 1110
4730	 1 0 1 1110
4731	 1 0 1 1111
4735	 0 0 1 1111
4740	 1 0 1 1111
4745	 0 0 1 1111
4750	 1 0 1 1111
4755	 0 0 1 1111
4760	 1 0 1 1111
4765	 0 0 1 1111
4770	 1 0 1 1111
4775	 0 0 1 1111
4780	 1 0 1 1111
4785	 0 0 1 1111
4790	 1 0 1 1111
4791	 1 0 1 0000
4795	 0 0 1 0000
4800	 1 0 1 0000
4805	 0 0 1 0000
4810	 1 0 1 0000
4815	 0 0 1 0000
4820	 1 0 1 0000
4825	 0 0 1 0000
4830	 1 0 1 0000
4835	 0 0 1 0000
4840	 1 0 1 0000
4845	 0 0 1 0000
4850	 1 0 1 0000
4851	 1 0 1 0001
4855	 0 0 1 0001
4860	 1 0 1 0001
4865	 0 0 1 0001
4870	 1 0 1 0001
4875	 0 0 1 0001
4880	 1 0 1 0001
4885	 0 0 1 0001
4890	 1 0 1 0001
4895	 0 0 1 0001
4900	 1 0 1 0001
4905	 0 0 1 0001
4910	 1 0 1 0001
4911	 1 0 1 0010
4915	 0 0 1 0010
4920	 1 0 1 0010
4925	 0 0 1 0010
4930	 1 0 1 0010
4935	 0 0 1 0010
4940	 1 0 1 0010
4945	 0 0 1 0010
4950	 1 0 1 0010
4955	 0 0 1 0010
4960	 1 0 1 0010
4965	 0 0 1 0010
4970	 1 0 1 0010
4971	 1 0 1 0011
4975	 0 0 1 0011
4980	 1 0 1 0011
4985	 0 0 1 0011
4990	 1 0 1 0011
4995	 0 0 1 0011
5000	 1 0 1 0011
5005	 0 0 1 0011
5010	 1 0 1 0011
5015	 0 0 1 0011
5020	 1 0 1 0011
5025	 0 0 1 0011
5030	 1 0 1 0011
5031	 1 0 1 0100
5035	 0 0 1 0100
5040	 1 0 1 0100
5045	 0 0 1 0100
5050	 1 0 1 0100
5055	 0 0 1 0100
5060	 1 0 1 0100
5065	 0 0 1 0100
5070	 1 0 1 0100
5075	 0 0 1 0100
5080	 1 0 1 0100
5085	 0 0 1 0100
5090	 1 0 1 0100
5091	 1 0 1 0101
5095	 0 0 1 0101
5100	 1 0 1 0101
5105	 0 0 1 0101
5110	 1 0 1 0101
5115	 0 0 1 0101
5120	 1 0 1 0101
5125	 0 0 1 0101
5130	 1 0 1 0101
5135	 0 0 1 0101
5140	 1 0 1 0101
5145	 0 0 1 0101
5150	 1 0 1 0101
5151	 1 0 1 0110
5155	 0 0 1 0110
5160	 1 0 1 0110
5165	 0 0 1 0110
5170	 1 0 1 0110
5175	 0 0 1 0110
5180	 1 0 1 0110
5185	 0 0 1 0110
5190	 1 0 1 0110
5195	 0 0 1 0110
5200	 1 0 1 0110
5205	 0 0 1 0110
5210	 1 0 1 0110
5211	 1 0 1 0111
5215	 0 0 1 0111
5220	 1 0 1 0111
5225	 0 0 1 0111
5230	 1 0 1 0111
5235	 0 0 1 0111
5240	 1 0 1 0111
5245	 0 0 1 0111
5250	 1 0 1 0111
5255	 0 0 1 0111
5260	 1 0 1 0111
5265	 0 0 1 0111
5270	 1 0 1 0111
5271	 1 0 1 1000
5275	 0 0 1 1000
5280	 1 0 1 1000
5285	 0 0 1 1000
5290	 1 0 1 1000
5295	 0 0 1 1000
5300	 1 0 1 1000
5305	 0 0 1 1000
5310	 1 0 1 1000
5315	 0 0 1 1000
5320	 1 0 1 1000
5325	 0 0 1 1000
5330	 1 0 1 1000
5331	 1 0 1 1001
5335	 0 0 1 1001
5340	 1 0 1 1001
5345	 0 0 1 1001
5350	 1 0 1 1001
5355	 0 0 1 1001
5360	 1 0 1 1001
5365	 0 0 1 1001
5370	 1 0 1 1001
5375	 0 0 1 1001
5380	 1 0 1 1001
5385	 0 0 1 1001
5390	 1 0 1 1001
5391	 1 0 1 1010
5395	 0 0 1 1010
5400	 1 0 1 1010
5405	 0 0 1 1010
5410	 1 0 1 1010
5415	 0 0 1 1010
5420	 1 0 1 1010
5425	 0 0 1 1010
5430	 1 0 1 1010
5435	 0 0 1 1010
5440	 1 0 1 1010
5445	 0 0 1 1010
5450	 1 0 1 1010
5451	 1 0 1 1011
5455	 0 0 1 1011
5460	 1 0 1 1011
5465	 0 0 1 1011
5470	 1 0 1 1011
5475	 0 0 1 1011
5480	 1 0 1 1011
5485	 0 0 1 1011
5490	 1 0 1 1011
5495	 0 0 1 1011
5500	 1 0 1 1011
5505	 0 0 1 1011
5510	 1 0 1 1011
5511	 1 0 1 1100
5515	 0 0 1 1100
5520	 1 0 1 1100
5525	 0 0 1 1100
5530	 1 0 1 1100
5535	 0 0 1 1100
5540	 1 0 1 1100
5545	 0 0 1 1100
5550	 1 0 1 1100
5555	 0 0 1 1100
5560	 1 0 1 1100
5565	 0 0 1 1100
5570	 1 0 1 1100
5571	 1 0 1 1101
5575	 0 0 1 1101
5580	 1 0 1 1101
5585	 0 0 1 1101
5590	 1 0 1 1101
5595	 0 0 1 1101
5600	 1 0 1 1101
5605	 0 0 1 1101
5610	 1 0 1 1101
5615	 0 0 1 1101
5620	 1 0 1 1101
5625	 0 0 1 1101
5630	 1 0 1 1101
5631	 1 0 1 1110
5635	 0 0 1 1110
5640	 1 0 1 1110
5645	 0 0 1 1110
5650	 1 0 1 1110
5655	 0 0 1 1110
5660	 1 0 1 1110
5665	 0 0 1 1110
5670	 1 0 1 1110
5675	 0 0 1 1110
5680	 1 0 1 1110
5685	 0 0 1 1110
5690	 1 0 1 1110
5691	 1 0 1 1111
5695	 0 0 1 1111
5700	 1 0 1 1111
5705	 0 0 1 1111
5710	 1 0 1 1111
5715	 0 0 1 1111
5720	 1 0 1 1111
5725	 0 0 1 1111
5730	 1 0 1 1111
5735	 0 0 1 1111
5740	 1 0 1 1111
5745	 0 0 1 1111
5750	 1 0 1 1111
5751	 1 0 1 0000
5755	 0 0 1 0000
5760	 1 0 1 0000
5765	 0 0 1 0000
5770	 1 0 1 0000
5775	 0 0 1 0000
5780	 1 0 1 0000
5785	 0 0 1 0000
5790	 1 0 1 0000
5795	 0 0 1 0000
5800	 1 0 1 0000
5805	 0 0 1 0000
5810	 1 0 1 0000
5811	 1 0 1 0001
5815	 0 0 1 0001
5820	 1 0 1 0001
5825	 0 0 1 0001
5830	 1 0 1 0001
5835	 0 0 1 0001
5840	 1 0 1 0001
5845	 0 0 1 0001
5850	 1 0 1 0001
5855	 0 0 1 0001
5860	 1 0 1 0001
5865	 0 0 1 0001
5870	 1 0 1 0001
5871	 1 0 1 0010
5875	 0 0 1 0010
5880	 1 0 1 0010
5885	 0 0 1 0010
5890	 1 0 1 0010
5895	 0 0 1 0010
5900	 1 0 1 0010
5905	 0 0 1 0010
5910	 1 0 1 0010
5915	 0 0 1 0010
5920	 1 0 1 0010
5925	 0 0 1 0010
5930	 1 0 1 0010
5931	 1 0 1 0011
5935	 0 0 1 0011
5940	 1 0 1 0011
5945	 0 0 1 0011
5950	 1 0 1 0011
5955	 0 0 1 0011
5960	 1 0 1 0011
5965	 0 0 1 0011
5970	 1 0 1 0011
5975	 0 0 1 0011
5980	 1 0 1 0011
5985	 0 0 1 0011
5990	 1 0 1 0011
5991	 1 0 1 0100
5995	 0 0 1 0100
6000	 1 0 1 0100
6005	 0 0 1 0100
6010	 1 0 1 0100
6015	 0 0 1 0100
6020	 1 0 1 0100
6025	 0 0 1 0100
6030	 1 0 1 0100
6035	 0 0 1 0100
6040	 1 0 1 0100
6045	 0 0 1 0100
6050	 1 0 1 0100
6051	 1 0 1 0101
6055	 0 0 1 0101
6060	 1 0 1 0101
6065	 0 0 1 0101
6070	 1 0 1 0101
6075	 0 0 1 0101
6080	 1 0 1 0101
6085	 0 0 1 0101
6090	 1 0 1 0101
6095	 0 0 1 0101
6100	 1 0 1 0101
6105	 0 0 1 0101
6110	 1 0 1 0101
6111	 1 0 1 0110
6115	 0 0 1 0110
6120	 1 0 1 0110
6125	 0 0 1 0110
6130	 1 0 1 0110
6135	 0 0 1 0110
6140	 1 0 1 0110
6145	 0 0 1 0110
6150	 1 0 1 0110
6155	 0 0 1 0110
6160	 1 0 1 0110
6165	 0 0 1 0110
6170	 1 0 1 0110
6171	 1 0 1 0111
6175	 0 0 1 0111
6180	 1 0 1 0111
6185	 0 0 1 0111
6190	 1 0 1 0111
6195	 0 0 1 0111
6200	 1 0 1 0111
6205	 0 0 1 0111
6210	 1 0 1 0111
6215	 0 0 1 0111
6220	 1 0 1 0111
6225	 0 0 1 0111
6230	 1 0 1 0111
6231	 1 0 1 1000
6235	 0 0 1 1000
6240	 1 0 1 1000
6245	 0 0 1 1000
6250	 1 0 1 1000
6255	 0 0 1 1000
6260	 1 0 1 1000
6265	 0 0 1 1000
6270	 1 0 1 1000
6275	 0 0 1 1000
6280	 1 0 1 1000
6285	 0 0 1 1000
6290	 1 0 1 1000
6291	 1 0 1 1001
6295	 0 0 1 1001
6300	 1 0 1 1001
6305	 0 0 1 1001
6310	 1 0 1 1001
6315	 0 0 1 1001
6320	 1 0 1 1001
6325	 0 0 1 1001
6330	 1 0 1 1001
6335	 0 0 1 1001
6340	 1 0 1 1001
6345	 0 0 1 1001
6350	 1 0 1 1001
6351	 1 0 1 1010
6355	 0 0 1 1010
6360	 1 0 1 1010
6365	 0 0 1 1010
6370	 1 0 1 1010
6375	 0 0 1 1010
6380	 1 0 1 1010
6385	 0 0 1 1010
6390	 1 0 1 1010
6395	 0 0 1 1010
6400	 1 0 1 1010
6405	 0 0 1 1010
6410	 1 0 1 1010
6411	 1 0 1 1011
6415	 0 0 1 1011
6420	 1 0 1 1011
6425	 0 0 1 1011
6430	 1 0 1 1011
6435	 0 0 1 1011
6440	 1 0 1 1011
6445	 0 0 1 1011
6450	 1 0 1 1011
6455	 0 0 1 1011
6460	 1 0 1 1011
6465	 0 0 1 1011
6470	 1 0 1 1011
6471	 1 0 1 1100
6475	 0 0 1 1100
6480	 1 0 1 1100
6485	 0 0 1 1100
6490	 1 0 1 1100
6495	 0 0 1 1100
6500	 1 0 1 1100
6505	 0 0 1 1100
6510	 1 0 1 1100
6515	 0 0 1 1100
6520	 1 0 1 1100
6525	 0 0 1 1100
6530	 1 0 1 1100
6531	 1 0 1 1101
6535	 0 0 1 1101
6540	 1 0 1 1101
6545	 0 0 1 1101
6550	 1 0 1 1101
6555	 0 0 1 1101
6560	 1 0 1 1101
6565	 0 0 1 1101
6570	 1 0 1 1101
6575	 0 0 1 1101
6580	 1 0 1 1101
6585	 0 0 1 1101
6590	 1 0 1 1101
6591	 1 0 1 1110
6595	 0 0 1 1110
6600	 1 0 1 1110
6605	 0 0 1 1110
6610	 1 0 1 1110
6615	 0 0 1 1110
6620	 1 0 1 1110
6625	 0 0 1 1110
6630	 1 0 1 1110
6635	 0 0 1 1110
6640	 1 0 1 1110
6645	 0 0 1 1110
6650	 1 0 1 1110
6651	 1 0 1 1111
6655	 0 0 1 1111
6660	 1 0 1 1111
6665	 0 0 1 1111
6670	 1 0 1 1111
6675	 0 0 1 1111
6680	 1 0 1 1111
6685	 0 0 1 1111
6690	 1 0 1 1111
6695	 0 0 1 1111
6700	 1 0 1 1111
6705	 0 0 1 1111
6710	 1 0 1 1111
6711	 1 0 1 0000
6715	 0 0 1 0000
6720	 1 0 1 0000
6725	 0 0 1 0000
6730	 1 0 1 0000
6735	 0 0 1 0000
6740	 1 0 1 0000
6745	 0 0 1 0000
6750	 1 0 1 0000
6755	 0 0 1 0000
6760	 1 0 1 0000
6765	 0 0 1 0000
6770	 1 0 1 0000
6771	 1 0 1 0001
6775	 0 0 1 0001
6780	 1 0 1 0001
6785	 0 0 1 0001
6790	 1 0 1 0001
6795	 0 0 1 0001
6800	 1 0 1 0001
6805	 0 0 1 0001
6810	 1 0 1 0001
6815	 0 0 1 0001
6820	 1 0 1 0001
6825	 0 0 1 0001
6830	 1 0 1 0001
6831	 1 0 1 0010
6835	 0 0 1 0010
6840	 1 0 1 0010
6845	 0 0 1 0010
6850	 1 0 1 0010
6855	 0 0 1 0010
6860	 1 0 1 0010
6865	 0 0 1 0010
6870	 1 0 1 0010
6875	 0 0 1 0010
6880	 1 0 1 0010
6885	 0 0 1 0010
6890	 1 0 1 0010
6891	 1 0 1 0011
6895	 0 0 1 0011
6900	 1 0 1 0011
6905	 0 0 1 0011
6910	 1 0 1 0011
6915	 0 0 1 0011
6920	 1 0 1 0011
6925	 0 0 1 0011
6930	 1 0 1 0011
6935	 0 0 1 0011
6940	 1 0 1 0011
6945	 0 0 1 0011
6950	 1 0 1 0011
6951	 1 0 1 0100
6955	 0 0 1 0100
6960	 1 0 1 0100
6965	 0 0 1 0100
6970	 1 0 1 0100
6975	 0 0 1 0100
6980	 1 0 1 0100
6985	 0 0 1 0100
6990	 1 0 1 0100
6995	 0 0 1 0100
7000	 1 0 1 0100
7005	 0 0 1 0100
7010	 1 0 1 0100
7011	 1 0 1 0101
7015	 0 0 1 0101
7020	 1 0 1 0101
7025	 0 0 1 0101
7030	 1 0 1 0101
7035	 0 0 1 0101
7040	 1 0 1 0101
7045	 0 0 1 0101
7050	 1 0 1 0101
7055	 0 0 1 0101
7060	 1 0 1 0101
7065	 0 0 1 0101
7070	 1 0 1 0101
7071	 1 0 1 0110
7075	 0 0 1 0110
7080	 1 0 1 0110
7085	 0 0 1 0110
7090	 1 0 1 0110
7095	 0 0 1 0110
7100	 1 0 1 0110
7105	 0 0 1 0110
7110	 1 0 1 0110
7115	 0 0 1 0110
7120	 1 0 1 0110
7125	 0 0 1 0110
7130	 1 0 1 0110
7131	 1 0 1 0111
7135	 0 0 1 0111
7140	 1 0 1 0111
7145	 0 0 1 0111
7150	 1 0 1 0111
7155	 0 0 1 0111
7160	 1 0 1 0111
7165	 0 0 1 0111
7170	 1 0 1 0111
7175	 0 0 1 0111
7180	 1 0 1 0111
7185	 0 0 1 0111
7190	 1 0 1 0111
7191	 1 0 1 1000
7195	 0 0 1 1000
7200	 1 0 1 1000
7205	 0 0 1 1000
7210	 1 0 1 1000
7215	 0 0 1 1000
7220	 1 0 1 1000
7225	 0 0 1 1000
7230	 1 0 1 1000
7235	 0 0 1 1000
7240	 1 0 1 1000
7245	 0 0 1 1000
7250	 1 0 1 1000
7251	 1 0 1 1001
7255	 0 0 1 1001
7260	 1 0 1 1001
7265	 0 0 1 1001
7270	 1 0 1 1001
7275	 0 0 1 1001
7280	 1 0 1 1001
7285	 0 0 1 1001
7290	 1 0 1 1001
7295	 0 0 1 1001
7300	 1 0 1 1001
7305	 0 0 1 1001
7310	 1 0 1 1001
7311	 1 0 1 1010
7315	 0 0 1 1010
7320	 1 0 1 1010
7325	 0 0 1 1010
7330	 1 0 1 1010
7335	 0 0 1 1010
7340	 1 0 1 1010
7345	 0 0 1 1010
7350	 1 0 1 1010
7355	 0 0 1 1010
7360	 1 0 1 1010
7365	 0 0 1 1010
7370	 1 0 1 1010
7371	 1 0 1 1011
7375	 0 0 1 1011
7380	 1 0 1 1011
7385	 0 0 1 1011
7390	 1 0 1 1011
7395	 0 0 1 1011
7400	 1 0 1 1011
7405	 0 0 1 1011
7410	 1 0 1 1011
7415	 0 0 1 1011
7420	 1 0 1 1011
7425	 0 0 1 1011
7430	 1 0 1 1011
7431	 1 0 1 1100
7435	 0 0 1 1100
7440	 1 0 1 1100
7445	 0 0 1 1100
7450	 1 0 1 1100
7455	 0 0 1 1100
7460	 1 0 1 1100
7465	 0 0 1 1100
7470	 1 0 1 1100
7475	 0 0 1 1100
7480	 1 0 1 1100
7485	 0 0 1 1100
7490	 1 0 1 1100
7491	 1 0 1 1101
7495	 0 0 1 1101
7500	 1 0 1 1101
7505	 0 0 1 1101
7510	 1 0 1 1101
7515	 0 0 1 1101
7520	 1 0 1 1101
7525	 0 0 1 1101
7530	 1 0 1 1101
7535	 0 0 1 1101
7540	 1 0 1 1101
7545	 0 0 1 1101
7550	 1 0 1 1101
7551	 1 0 1 1110
7555	 0 0 1 1110
7560	 1 0 1 1110
7565	 0 0 1 1110
7570	 1 0 1 1110
7575	 0 0 1 1110
7580	 1 0 1 1110
7585	 0 0 1 1110
7590	 1 0 1 1110
7595	 0 0 1 1110
7600	 1 0 1 1110
7605	 0 0 1 1110
7610	 1 0 1 1110
7611	 1 0 1 1111
7615	 0 0 1 1111
7620	 1 0 1 1111
7625	 0 0 1 1111
7630	 1 0 1 1111
7635	 0 0 1 1111
7640	 1 0 1 1111
7645	 0 0 1 1111
7650	 1 0 1 1111
7655	 0 0 1 1111
7660	 1 0 1 1111
7665	 0 0 1 1111
7670	 1 0 1 1111
7671	 1 0 1 0000
7675	 0 0 1 0000
7680	 1 0 1 0000
7685	 0 0 1 0000
7690	 1 0 1 0000
7695	 0 0 1 0000
7700	 1 0 1 0000
7705	 0 0 1 0000
7710	 1 0 1 0000
7715	 0 0 1 0000
7720	 1 0 1 0000
7725	 0 0 1 0000
7730	 1 0 1 0000
7731	 1 0 1 0001
7735	 0 0 1 0001
7740	 1 0 1 0001
7745	 0 0 1 0001
7750	 1 0 1 0001
7755	 0 0 1 0001
7760	 1 0 1 0001
7765	 0 0 1 0001
7770	 1 0 1 0001
7775	 0 0 1 0001
7780	 1 0 1 0001
7785	 0 0 1 0001
7790	 1 0 1 0001
7791	 1 0 1 0010
7795	 0 0 1 0010
7800	 1 0 1 0010
7805	 0 0 1 0010
7810	 1 0 1 0010
7815	 0 0 1 0010
7820	 1 0 1 0010
7825	 0 0 1 0010
7830	 1 0 1 0010
7835	 0 0 1 0010
7840	 1 0 1 0010
7845	 0 0 1 0010
7850	 1 0 1 0010
7851	 1 0 1 0011
7855	 0 0 1 0011
7860	 1 0 1 0011
7865	 0 0 1 0011
7870	 1 0 1 0011
7875	 0 0 1 0011
7880	 1 0 1 0011
7885	 0 0 1 0011
7890	 1 0 1 0011
7895	 0 0 1 0011
7900	 1 0 1 0011
7905	 0 0 1 0011
7910	 1 0 1 0011
7911	 1 0 1 0100
7915	 0 0 1 0100
7920	 1 0 1 0100
7925	 0 0 1 0100
7930	 1 0 1 0100
7935	 0 0 1 0100
7940	 1 0 1 0100
7945	 0 0 1 0100
7950	 1 0 1 0100
7955	 0 0 1 0100
7960	 1 0 1 0100
7965	 0 0 1 0100
7970	 1 0 1 0100
7971	 1 0 1 0101
7975	 0 0 1 0101
7980	 1 0 1 0101
7985	 0 0 1 0101
7990	 1 0 1 0101
7995	 0 0 1 0101
8000	 1 0 1 0101
8005	 0 0 1 0101
8010	 1 0 1 0101
8015	 0 0 1 0101
8020	 1 0 1 0101
8025	 0 0 1 0101
8030	 1 0 1 0101
8031	 1 0 1 0110
8035	 0 0 1 0110
8040	 1 0 1 0110
8045	 0 0 1 0110
8050	 1 0 1 0110
8055	 0 0 1 0110
8060	 1 0 1 0110
8065	 0 0 1 0110
8070	 1 0 1 0110
8075	 0 0 1 0110
8080	 1 0 1 0110
8085	 0 0 1 0110
8090	 1 0 1 0110
8091	 1 0 1 0111
8095	 0 0 1 0111
8100	 1 0 1 0111
8105	 0 0 1 0111
8110	 1 0 1 0111
8115	 0 0 1 0111
8120	 1 0 1 0111
8125	 0 0 1 0111
8130	 1 0 1 0111
8135	 0 0 1 0111
8140	 1 0 1 0111
